creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
João Marcos Maciel;1993;;Brasil;Universidade de Cuiabá (UNIC);-15.624294;-56.087167;Belo Horizonte, Minas Gerais, Brasil;;male;ArtStation (resume);média;;FILE Festival;alta;FILE;;-19.9181771;-43.9370534;100.0;;;;;sem evidência biográfica suficiente para localizar óbito com segurança;;FILE Festival;;fonte usa a forma João Marcos Carneiro Maciel;média
João Nepomuceno Correia e Castro (atribuição);;;;;;;;;;;;autoria atribuída/incerta> formação não localizada com segurança;;;Museu da Inconfidência;;;;;;;;;"registro de atribuição; local de morte não preenchido sem autoria seguramente estabelecida";;;;;
João Timóteo da Costa;1879;1932;Brasil;Escola Nacional de Belas Artes;-22.8625055;-43.2256622;Rio de Janeiro;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Jo%C3%A3o_Tim%C3%B3teo_da_Costa | https://enciclopedia.itaucultural.org.br/pessoas/7117-joao-timotheo-da-costa;média;A fonte cita estudos com Daniel Bérard, Zeferino da Costa e Rodolfo Amoedo.;Wikidata;alta;Museu Histórico Nacional;alta;-22.9014475;-43.1789159;100.0;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata;Wikidata;;alta
João Zeferino da Costa;1840;1915;Brasil;Academia Imperial de Belas Artes > Accademia di San Luca;-22.9071 > 41.90166;-43.1829 > 12.483586;Rio de Janeiro;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Zeferino_da_Costa;média;;Wikidata;alta;Museu Nacional de Belas Artes;alta;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Joãozinho;;;;;;;;;;;;identificação incompleta> não foi possível desambiguar com segurança;;;MAC USP;;;;;;;;;"identificação incompleta; não foi possível desambiguar o artista com segurança";;;;;
Joéser Alvarez;1962;;Brasil;Universidade Federal de Rondônia (UNIR) > UNINTES – Faculdade Interamericana de Porto Velho > SENAC, Polo Cuiabá;-8.8356 > -8.7619444444444 > -15.595833333333;-63.9389 > -63.903888888889 > -56.096944444444;Rio de Janeiro, Rio de Janeiro, Brasil;;male;PAVIC;média;;FILE Festival;alta;FILE;;-22.9014475;-43.1789159;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;FILE Festival;;;alta
jtwine;;;Alemanha;Siemens Business School > Kunstschule Rödel in Mannheim > Universität der Künste Berlin (UdK Berlin);49.487778 > 49.48777777777778 > 52.50916666666667;8.466111 > 8.466111111111111 > 13.32694444444444;Alemanha;;male;galeria do artista | FILE Festival;alta;Biografia do FILE explicita que o artista nasceu na Alemanha.;FILE Festival (biografia do artista);alta;FILE;alta;51.110631049;10.392277932;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Juan Carlos Vasquez;;;Colômbia;Sibelius Academy > Aalto University > University of Virginia;60.17166666666667 > 60.186111 > 38.035555555555554;24.9325 > 24.828611 > -78.50333333333333;Santiago de Cali, Colômbia;;male;site oficial do artista;alta;;Wikipedia;média;FILE;;3.4529814;-76.5187809;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Juan José Balzi;1933;2017;Argentina;Accademia di Belle Arti di Brera > Academia Nacional de Bellas Artes de Buenos Aires;45.47222222 > -34.59472222;9.18888889 > -58.39944444;Buenos Aires;São Paulo;male;https://enciclopedia.itaucultural.org.br/pessoas/9391-balzi | https://pt.wikipedia.org/wiki/Juan_Jos%C3%A9_Balzi;média;As fontes indicam formação em desenho, pintura e publicidade artística.;Wikidata;alta;MAC USP;alta;-34.6090264;-58.3732215;100.0;-23.5503944444;-46.6339472222;100.0;"MAC USP; Wikipedia";;alta;Wikidata;Wikidata;;alta
Juan Langlois;;;Chile;Pontificia Universidad Católica de Chile > Pontificia Universidad Católica de Valparaíso > Universidad ARCIS;-33.4489 > -33.0472 > -33.4489;-70.6693 > -71.6127 > -70.6693;Santiago;Santiago;male;https://www.mnba.gob.cl/noticias/fallece-el-artista-juan-pablo-langlois-1936-2019 | https://www.pucv.cl/pucv/noticias/vida-universitaria/instituto-de-arte-ofrece-exposicion-con-obras-del-destacado-artista-juan;alta;"O Museu Nacional de Belas Artes do Chile confirma estudos de arquitetura nas universidades católicas de Chile e Valparaíso; a formação posterior em arte na ARCIS foi incluída. A Universidad de Chile foi removida.";Wikidata;alta;MAC USP;baixa;-33.4459946;-70.6670569;100.0;-33.4459946;-70.6670569;100.0;Museo Nacional de Bellas Artes (Chile);"registro corresponde a Juan Pablo Langlois Vicuña; nome abreviado no CSV";média;;;;
Juan León Pallière;1823;1887;Brasil;Escola de Picot, em Paris > Academia Imperial de Belas Artes > Academia Francesa, em Roma;48.856667 > -22.9071 > 41.90827;2.352222 > -43.1829 > 12.48252;Rio de Janeiro;Lorris;male;https://pt.wikipedia.org/wiki/Jean_Leon_Palli%C3%A8re | https://pt.wiki34.com/wiki/Juan_Le%C3%B3n_Palli%C3%A8re;média;;Wikidata;alta;Museu Nacional de Belas Artes;média;-22.9014475;-43.1789159;100.0;47.883331;2.51667;100.0;Wikipedia;;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Juan Pablo Machado;1989;;Colômbia;Émile Cohl School;45.7569;4.8658;Cali, Colômbia;;male;https://archive.file.org.br/participantes/juan-pablo-machado/ | https://www.cohl.fr/lofi-girl-comment-lanimation-de-juan-pablo-machado-est-devenue-virale/;alta;;FILE Festival;alta;FILE;;3.4529814;-76.5187809;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;FILE Festival;;;alta
Juan Ventayol;1915;1971;Uruguai;Círculo Fomento de Bellas Artes > estudos com Guillermo Laborde;>;>;Montevidéu;Montevidéu;male;https://www.museos.gub.uy/arteactivo/artistas/item/ventayol-juan.html | https://www.catalogodasartes.com.br/artista/Juan%20Ventayol/;média;;Wikidata;alta;MAC USP;alta;-34.9055557;-56.1852505;100.0;-34.9058333333;-56.1913888889;100.0;"Museo Nacional de Artes Visuales; Wikipedia";;média;Wikidata;Wikidata;;alta
Juarez Silveira;;;;Faculdade de Arquitetura e Urbanismo e de Design da USP (FAU-USP);-23.56012;-46.72985;;;male;https://enciclopedia.itaucultural.org.br/pessoa24332/juarez-silveira;alta;A formação acadêmica aberta consultada é em arquitetura.;;;Museu Paulista;média;;;;;;;;"homônimo não desambiguado com segurança; sem preenchimento de óbito";;;;;
Judith Lauand;1922;2022;Brasil;Escola de Belas-Artes de Araraquara > estudos de gravura com Lívio Abramo;-21.793895 >;-48.179486 >;Pontal;São Paulo;female;https://www.escritoriodearte.com/artista/judith-lauand;baixa;na escola de Araraquara aprende pintura com Mario Ybarra de Almeida e Domenico Lazzarini;Wikidata;alta;MAC USP;alta;-21.0227393;-48.0379355;100.0;-23.5503944444;-46.6339472222;100.0;"Fundação Vera Chaves Barcellos; Bienal de São Paulo";;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Jules Ballá;1846;1916;França;École des Beaux-Arts de Paris > ateliê e prática artística francesa;48.853997 >;2.333500 >;Rio de Janeiro;;male;https://www.brasilianaiconografica.art.br/;média;Mantido em formulação prudente por falta de detalhe aberto.;Wikidata;alta;Museu Paulista;baixa;-22.9014475;-43.1789159;100.0;;;;;"local de óbito removido na auditoria; não localizei fonte aberta suficientemente robusta para manter o preenchimento";;Wikidata;Wikidata;;alta
Jules Le Chevrel;1810;1872;França;École des Beaux-Arts de Paris;48.853997;2.333500;França;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Jules_Le_Chevrel;média;A fonte aberta consultada identifica a escola, mas não detalha cronologia fina.;Wikidata;alta;Museu Histórico Nacional;alta;46.559417044;2.550539953;100.0;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Jules Marie Vincent de Sinety;1812;1898;França;escola da Marinha de Angoulême;45.64888888888889;0.16083333333333333;Aix-en-Provence;Avinhão;male;https://www.brasilianaiconografica.art.br/artigos/23686/0;alta;A fonte ressalta que se trata de oficial da Marinha e artista amador> registrei apenas a formação documentada.;Wikidata;alta;Pinacoteca de São Paulo;alta;43.529850239;5.447376271;100.0;43.949315226;4.805311547;100.0;Ecole Navale / Espace tradition;;alta;Wikidata;Wikidata;;alta
Jules Victor Génisson;1805;1860;Bélgica;Royal Academy of Fine Arts Antwerp;51.2234;4.4069;Saint-Omer;Bruges;male;https://en.wikipedia.org/wiki/Jules_Victor_G%C3%A9nisson | https://www.niceartgallery.com/artist/jules-victor-genisson.html;média;As fontes citam estudo com Mattheus Ignatius van Bree.;Wikidata;alta;Pinacoteca de São Paulo;alta;50.7519062;2.25360383;100.0;51.2089;3.2242;100.0;Wikipedia (fr);coordenadas ajustadas para o centro urbano de Bruges após auditoria;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Jules-Victor-André Martin;1832;1906;França;École des Beaux-Arts de Marseille > ateliê de pintura em Paris;43.2287 >;5.43485 >;Montiers;São Paulo;male;https://pt.wikipedia.org/wiki/Jules_Martin | https://jundpedia.com.br/martin-jules-victor-andre/ | https://www.brasilianaiconografica.art.br/autores/20121/jules-martin;média;As fontes indicam formação em desenho na escola de Marselha e trabalho/aperfeiçoamento em ateliê parisiense.;Wikidata;alta;Museu Paulista;alta;49.50056;2.57806;100.0;-23.5503944444;-46.6339472222;100.0;Wikipedia;;média;;;;
Julien Hazebroucq;;;França;Supinfocom Arles (atual MoPA);43.67670;4.6278;França;;male;Digital Production;média;FILE explicita “País de Origem: França”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;;46.559417044;2.550539953;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Julien Regnard;;;Bélgica;École nationale supérieure des arts visuels de La Cambre;50.818888888889;4.3741666666667;Versalhes, França;;male;FILE;alta;;Message to Man;média;FILE;;48.8047472;2.1205122;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Juliette Viger;1992;;França;The Animation Workshop;56.4561;9.40611;França;;female;FILE> site oficial;alta;Biografia do FILE explicita que a artista nasceu na França> preenchido em nível de país.;FILE Festival (biografia do artista);alta;FILE;;46.559417044;2.550539953;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;FILE Festival;;;alta
Julius Bissier;1893;1965;Alemanha;University of Freiburg > Academy of Fine Art Karlsruhe;47.994167 > 49.0144;7.846944 > 8.38726;Freiburg im Breisgau;Ascona;male;https://www.bissier.org/en/biography;alta;As fontes confirmam estudos de história da arte em Freiburg e breve passagem pela academia de Karlsruhe.;Wikidata;alta;MAC USP;média;47.994785999;7.849876999;100.0;46.15451;8.77327;100.0;Archivio Bissier;;alta;Ulan;Ulan;;alta
Julius Horsthuis;1980;;Países Baixos;Open Studio, Amsterdam;52.36666666666667;4.883333333333333;Amsterdam, Países Baixos;;male;Playgrounds> Open Studio;média;;site oficial do artista;alta;FILE;;52.361524688;4.890870311;;;;;;"atividade recente documentada; sem evidência de óbito";;site oficial (CV);;;alta
Julius L. Stewart;1855;1919;Estados Unidos;;;;Filadélfia, Pensilvânia, Estados Unidos;Paris;male;;;;Smithsonian American Art Museum;alta;;;39.9510605;-75.1656204;;48.856372814;2.352529617;100.0;"Smithsonian American Art Museum; Wikipedia";"variante abreviada do nome; tratado como duplicata segura de Julius LeBlanc Stewart";média;Wikidata > Ulan;Wikidata > Ulan;;alta
Julius Leblanc Stewart;1855;1919;Estados Unidos;École des Beaux-Arts de Paris;48.853997;2.333500;Filadélfia;Paris;male;Wikipedia> Google Arts & Culture;média;também estudou com Eduardo Zamacois e Jean-Léon Gérôme;Wikidata;alta;Museu Paulista;média;39.9510605;-75.1656204;100.0;48.856372814;2.352529617;100.0;"Smithsonian American Art Museum; Wikipedia";;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Julián Angarita;;;Colômbia;Universidad de los Andes;-33.404007;-70.507468;Colômbia;;male;FILE> CV pessoal;alta;FILE explicita “País de Origem: Colômbia”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;;3.901115804;-73.075754924;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Jurgen Trautwein;1958;;Alemanha;University of the Arts Berlin;52.50916666666667;13.32694444444444;Bruchsal, Alemanha;;male;Project Space Byi;média;;site oficial do artista / Galerie Marek Kralewski;alta;FILE;;49.125784999;8.5977;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;Ulan;;;alta
Juuke Schoorl;1989;;Países Baixos;Royal Academy of Art, The Hague (KABK);52.08161111111111;4.319166666666667;Países Baixos;;female;KABK alumni> FILE;alta;FILE explicita “País de Origem: Países Baixos / Holanda”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;;52.249375293;5.616126398;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;Museo Amparo;;;alta
Jérémy Oury;;;França;ENSATT;45.7533;4.81142;França;;male;https://mx.diplomatie.gouv.fr/fr/jeremy-oury-de-la-scene-francaise-aux-projets-artistiques-numeriques-au-mexique | https://www.videomappingressources.com/FR/actu-101/jeremy-oury;média;FILE explicita “País de Origem: França”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;;46.559417044;2.550539953;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Júlio de Resende;1917;2011;;Academia Silva Porto > Escola Superior de Belas-Artes do Porto > estudos em Paris com Duco de la Haix e Othon Friesz;41.1579 > 41.1579 > 48.8567;-8.6291 > -8.6291 > 2.3522;Porto, Portugal;Valbom;male;https://raiz.museusemonumentos.pt/DetalhesAutor?authorId=68199 | https://lugardodesenho.org/pt/sobre/julio-resende/biografia;alta;"Fontes museológicas confirmam Academia Silva Porto, Escola de Belas-Artes do Porto e formação posterior em Paris; a Académie de la Grande Chaumière não foi confirmada.";Fundação Júlio Resende;alta;MAC USP;média;41.1501526;-8.610318;;41.13247;-8.56414;100.0;"RTP; Wikipedia";topônimo normalizado para Valbom (Gondomar);média;;;;
Júnior Suci;1985;;;Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP) > Universidade Estadual de Campinas (UNICAMP);-22.8172 > -22.817222222222;-47.0694 > -47.069444444444;Americana, SP, Brasil;;male;Memorial da América Latina> Casa Museu Ema Klabin;alta;instituições identificadas> datas dos estudos não localizadas com precisão;MAC USP;alta;MAC USP;alta;-22.7374;-47.3331;;;;;;"atividade recente documentada; sem evidência de óbito";;MAC USP;;;alta
Kai Welf Hoyme;1979;;Alemanha;Academy of Media Arts Cologne (KHM) > Ruhr-University of Bochum;50.93475582568144 > 51.443888888889;6.962159950772375 > 7.2616666666667;Mönchengladbach, Alemanha;;male;site oficial do artista;alta;;site oficial do artista / FILE Festival;alta;FILE;;51.194472999;6.43161;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;Stadt Viersen;;;alta
Kang Hyeun;1993;;Coreia do Sul;;;;Coreia do Sul;;;;;FILE explicita “País de Origem: Coreia do Sul”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;;35.907757;127.766922;;;;;;"atividade recente documentada; sem evidência de óbito";;FILE Festival;;;alta
Kara Gut;1989;;Estados Unidos;Cranbrook Academy of Art;42.567788874683096;-83.25154634187616;Cleveland, Ohio, Estados Unidos;;female;FILE Festival> United States Artists;alta;;Pioneer Works;alta;FILE;;41.5051414;-81.6914575;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;FILE Festival;;;alta
Karel Appel;1921;2006;Reino dos Países Baixos;Royal Academy of Fine Arts > Rijksakademie van beeldende kunsten;52.36222222222222 > 52.36222222222222;4.917777777777777 > 4.917777777777777;Amsterdam;Zurique;male;https://karelappelfoundation.com/karel-appel/chronology;alta;A cronologia da fundação confirma ingresso na Rijksakademie em 1942 e proteção estudantil encerrada cerca de dois anos depois.;Wikidata;alta;MAC USP;alta;52.361524688;4.890870311;100.0;47.3667;8.55;100.0;"Wikipedia; Karel Appel Foundation";coordenadas urbanas padronizadas para Zürich;média;Ulan;Museum Cobra;;alta
Karina Smigla-Bobinski;1967;;Polônia;Jan Matejko Academy of Fine Arts in Kraków > Akademie der Bildenden Künste München;50.066389 > 48.153196;19.941667 > 11.580312;Szczecin;;female;FILE Festival;alta;;Wikidata;alta;FILE;;53.425109842;14.550810974;100.0;;;;;"atividade recente documentada; sem evidência de óbito";;Wikidata;;;alta
Karl Baumann;1911;1984;Estados Unidos;University of Southern California (USC);34.021667;-118.285278;Leipzig;São Francisco;male;FILE Festival;alta;;Wikidata;alta;FILE;;51.338287999;12.377931001;100.0;37.7800771;-122.4201615;100.0;Wikipedia;;média;Annex Galleries;Annex Galleries;;média
Karl Ernst Papf;1833;1910;Brasil;Hochschule für Bildende Künste Dresden;51.052842;13.742444;Dresden;São Paulo;male;https://en.wikipedia.org/wiki/Karl_Ernst_Papf;média;Registro mantido de forma prudente por escassez de cronologia detalhada.;Wikidata;alta;Pinacoteca de São Paulo;baixa;51.051696999;13.736883;100.0;-23.5503944444;-46.6339472222;100.0;"Pinacoteca de São Paulo / Google Arts & Culture; Brasiliana Iconográfica";"fonte institucional usa São Paulo; fonte secundária recente situa a residência final em Fazenda das Palmeiras, Mogi das Cruzes";média;Wikidata > Ulan;Wikidata > Ulan;;alta
Karl Munstedt;;;Estados Unidos;Pratt Institute;40.691111;-73.963889;Boston, Massachusetts, Estados Unidos;;male;site oficial do artista | Currents New Media;alta;;CURRENTS New Media;alta;FILE;;42.3589942;-71.0586293;;;;;;"atividade recente documentada; sem evidência de óbito";;;;;
Karl Plattner;1919;1986;Itália;Accademia di Belle Arti di Brera > Accademia di Belle Arti di Venezia;45.472222 > 45.4286;9.188889 > 12.3305;Mals;Milão;male;https://de.wikipedia.org/wiki/Karl_Plattner;média;;Wikidata;alta;MAC USP;média;46.6889259;10.5476666;100.0;45.46427;9.18951;100.0;"Wikipedia; Karl Plattner Archivio";;média;Ulan;Ulan;;alta
Karl Robert von Planitz;1804;1847;;Hochschule für Bildende Künste Dresden;51.05284167;13.74244444;Eilenburg;Rio de Janeiro;male;https://de.wikipedia.org/wiki/Karl_Robert_Planitz;média;;Wikidata;alta;Pinacoteca de São Paulo;média;51.459845;12.632788;100.0;-22.9014475;-43.1789159;100.0;"Wikipedia; Fundação Casa de Rui Barbosa";registro biográfico também aparece como Carl Robert von der Planitz;média;Wikidata;Wikidata;;alta
