creator;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of burial;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;onde estudou;datas em que estudou;fonte_datas_estudo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death
Jody Deming;United States;Smith College;42.3175;-72.6375;Houston;;;female;;;;;;FILE;;;;;29.7608026;-95.3695062;100.0;;;
Jody Ghani;United Kingdom;The Animation Workshop / VIA University College;56.4561;9.40611;United Kingdom;;;female;"site oficial da artista; SciVi";alto;;site oficial do artista;alta;FILE;;;;;53.408386605;-1.969559544;100.0;;;
Johanan Simon;Israel;"Beaux-Arts de Paris; Bezalel School of Arts and Crafts";31.78116666666667;35.22361111111111;Berlin;Kfar Shmaryahu Cemetery;Tel-Aviv;male;fontes biográficas de referência;;instituição identificada em biografias sumárias;;;"MAC; outros; MAC USP";Jerusalém, Israel;s.d.;fontes biográficas de referência;media;52.517669999;13.405537999;100.0;32.0735802;34.7880511;100.0
Johann Gutlich;Kingdom of the Netherlands;"Academia de Arte de Roterdã; estudos com Henk Chabot";51.9188;4.4885;Rotterdam;;;male;https://enciclopedia.itaucultural.org.br/pessoas/3646-johann-gutlich | https://pt.wikipedia.org/wiki/Johann_Gutlich;;;;;"MAC; outros; MAC USP";Roterdã (Países Baixos);1935-1940;https://enciclopedia.itaucultural.org.br/pessoas/3646-johann-gutlich | https://pt.wikipedia.org/wiki/Johann_Gutlich;alta;51.918323034;4.493749988;100.0;;;
Johann Moritz Rugendas;Kingdom of Bavaria;"desenho e gravura com o pai Johann Lorenz Rugendas II; estudos com Albrecht Adam; Academia de Belas Artes de Munique";48.1531959202723;11.5803123911292;Augsburg;;Weilheim an der Teck;male;https://en.wikipedia.org/wiki/Johann_Moritz_Rugendas | https://www.infoescola.com/biografias/johann-moritz-rugendas/ | https://saibahistoria.blogspot.com/2020/05/joahnn-moritz-rugendas.html;;;;;"outros; Museu Histórico Nacional";"Augsburgo; Munique";"1815-1817; depois de 1817";https://en.wikipedia.org/wiki/Johann_Moritz_Rugendas | https://saibahistoria.blogspot.com/2020/05/joahnn-moritz-rugendas.html;alta;48.369695999;10.892578;100.0;48.615688999;9.537361999;100.0
John Barber;United States;"Indiana University of Pennsylvania; University of Alabama at Birmingham";"40.617; 33.5";"-79.16; -86.8075";Galati, Romania;;;male;CV/website oficial de John F. Barber;média;;Centre Pompidou / askART;alto;FILE;;;;;;;;;;
John Butler;;Duncan of Jordanstone College of Art, Dundee;56.4566;-2.9828;Dublin, Ireland;;;male;"site oficial; FILE";alto;;FILE Festival;alta;FILE;;;;;53.3440956;-6.2674862;100.0;;;
John Constable;Kingdom of Great Britain;"Royal Academy of Arts; Royal Academy Schools";51.507222222222;-0.1275;East Bergholt;St John-at-Hampstead;Charlotte Street;male;https://en.wikipedia.org/wiki/John_Constable | https://www.wikiart.org/pt/john-constable/;;;;;"outros; MASP";Londres;a partir de 1799;https://en.wikipedia.org/wiki/John_Constable | https://www.wikiart.org/pt/john-constable/;alta;51.972413206;1.012312908;100.0;35.602812;-82.544069;100.0
Jonas Brandão;Brazil;UFSCar;21.98525;47.87996;Brazil;;;male;entrevista Split Filmes / 3DArtsBrasil;médio;"FILE explicita “País de Origem: Brasil”; preenchido em nível de país.";FILE Festival (País de Origem);alta;FILE;;;;;;;;;;
Jonas de Barros;Brazil;"Academia de Belas Artes; estudos com Almeida Júnior";"; ";"; ";Itu;;;male;https://pt.wikipedia.org/wiki/Jonas_de_Barros | https://artsandculture.google.com/entity/jonas-de-barros/m07k7zzr;;A fonte aberta disponível não detalha cronologia fina.;;;"outros; Museu Paulista";São Paulo;;;media;-23.265697;-47.299124;100.0;;;
Jonathan Berger;United States;Stanford University;37.4275;-122.17;New York City;;;male;;;;;;FILE;;;;;40.7130466;-74.0072301;100.0;;;
Jonathan Monaghan;United States;"New York Institute of Technology; University of Maryland";"40.8080625; 38.988055555555555";"-73.6033125; -76.9425";Rockaway Beach, Queens, New York, USA;;;male;bitforms gallery;médio;;Wikipedia / IMDb;médio;FILE;;;;;40.576981;-73.851544;100.0;;;
Jone Vizcaino;Spain;;;;Spain;;;female;;;"FILE explicita “País de Origem: Espanha”; preenchido em nível de país.";FILE Festival (País de Origem);alta;FILE;;;;;;;;;;
Joost Jordens;Netherlands;Utrecht University of the Arts;52.085277777777776;5.175;Netherlands;;;male;Wonderspaces — Mike von Rotz & Joost Jordens;médio;"FILE explicita “País de Origem: Países Baixos / Holanda”; preenchido em nível de país.";FILE Festival (País de Origem);alta;FILE;;;;;;;;;;
Jordão de Oliveira;Brazil;primeiros estudos de desenho com Quintino Marques;;;Aracaju;;Brazil;male;https://www.guiadasartes.com.br/jordao-de-oliveira/biografia | https://ihgse.org.br/wordpress/jordao-eduardo-de-oliveira-nunes/;;"As fontes abertas disponíveis sustentam os estudos iniciais com Quintino Marques; não localizei nesta rodada fonte aberta robusta para a etapa posterior no Rio.";;;"outros; Museu Histórico Nacional";Aracaju;;;media;-10.9093538;-37.0743967;100.0;-10.769946429;-53.073466889;100.0
Jorge David Ortiz Trejo;Mexico;;;;Mexico;;;male;;;"FILE explicita “País de Origem: México”; preenchido em nível de país.";FILE Festival (País de Origem);alta;FILE;;;;;;;;;;
Jorge F.;Brazil;Universidade Anhembi Morumbi;-23.6005;-46.6749;São Paulo, Brazil;;;male;FILE;alto;;FilmFreeway;media;FILE;;;;;-23.5486657;-46.6382522;100.0;;;
Jorge Manuel Theocupulus;Spain;oficina/ateliê de El Greco;;;Toledo;;Toledo;male;https://en.wikipedia.org/wiki/Jorge_Manuel_Theotoc%C3%B3puli | https://www.museodelprado.es/en/coleccion/autores?search=Theotoc%C3%B3puli%2C+Jorge+Manuel;;"O creator está grafado como 'Theocupulus'; as fontes biográficas abertas usam 'Theotocópuli'.";;;"outros; MASP";Toledo;até 1614;https://en.wikipedia.org/wiki/Jorge_Manuel_Theotoc%C3%B3puli;media;41.655298;-83.535717;100.0;41.655298;-83.535717;100.0
Jorge Paez Vilaró;Uruguay;formação autodidata;;;Montevideo;;Montevideo;male;https://en.wikipedia.org/wiki/Jorge_P%C3%A1ez_Vilar%C3%B3 | https://arteenloprofundo.blogspot.com/p/jorge-paez-vilaro.html;;A fonte indica ausência de formação artística formal e aperfeiçoamento por viagens e contatos artísticos.;;;"MAC; outros; MAC USP";Montevidéu e América Latina;sem data exata na fonte;;media;-34.9055557;-56.1852505;100.0;-34.9055557;-56.1852505;100.0
Jose Gallardo A;Colombia;Universidad Nacional de Colombia;4.6355555555556;-74.082777777778;Medellín, Colombia;;;male;"Pueblo Nuevo Netlabel; Elektramusic";médio;;CMMAS;media;FILE;;;;;6.2482172;-75.5800345;100.0;;;
Jose Rueda;;"Escuela Nacional de Bellas Artes Manuel Belgrano; Escuela Nacional de Bellas Artes Prilidiano Pueyrredón; Escuela Superior de Bellas Artes Ernesto de la Cárcova";"-34.63486827098634; -34.59472222; -34.61744771945473";"-58.37169270382104; -58.39944444; -58.3564444";;;;;https://www.hcdn.gob.ar/secgralpres/dcultura/museo/obras/artistas/Rueda-Jose/ | https://artedelaargentina.com/disciplinas/artista/grabado/jose-luis-rueda;;A formação aparece em três escolas nacionais de belas-artes, sem datas precisas nas fontes consultadas.;;;"MAC; outros; MAC USP";Buenos Aires (Argentina);;;media;;;;;;
Josef Albers;Germany;"Academy of Fine Arts, Munich; Königliche Kunstschule; Kunstgewerbschule; Royal Academy of Fine Arts, Munich; Bauhaus";"52.49066493; 51.315777777778; 50.9745";"13.35889673; 9.4979166666667; 11.3291";Bottrop;Orange Center Cemetery;New Haven;male;https://bauhauskooperation.com/wissen/das-bauhaus/koepfe/biografien/biografie-detail/person-12;;formação artística e de professor antes da entrada no Bauhaus;;;"MAC; outros; MAC USP";"Berlim, Alemanha; Essen, Alemanha; Munique, Alemanha; Weimar, Alemanha";"1913–1915; 1916–1919; 1919–1920; 1920";https://bauhauskooperation.com/wissen/das-bauhaus/koepfe/biografien/biografie-detail/person-12;alta;51.523693999;6.929939;100.0;41.3082517;-72.9241605;100.0
Joseph Tully;;formação militar e prática de desenho topográfico;;;;;;;https://www.brasilianaiconografica.art.br/autores/20161/joseph-tully;;Sem escola formal identificada na fonte aberta consultada.;;;"outros; Pinacoteca de São Paulo";"Irlanda; Inglaterra";;;baixa;;;;;;
Josh Mitchell;United States;"Indiana University of Pennsylvania; Design Institute of San Diego; Edinboro University of Pennsylvania";"40.617; 32.880696; 39.95388888888889";"-79.16; -117.167367; -75.19305555555556";Pittsburgh, Pennsylvania, USA;;;;StopWatch Gallery;médio;;StopWatch Gallery & Studio;alta;FILE;;;;;40.4421676;-79.9949573;100.0;;;
Joshua Reynolds;Kingdom of Great Britain;"Hele's School; aprendiz com Thomas Hudson; estudos de aperfeiçoamento em Roma";41.893055555556;12.482777777778;Plympton;St Paul's Cathedral;London;male;https://en.wikipedia.org/wiki/Joshua_Reynolds | https://www.britannica.com/biography/Joshua-Reynolds;;;;;"outros; MASP";"Londres; Roma";"1740-1743; 1749-1752";https://en.wikipedia.org/wiki/Joshua_Reynolds;alta;-34.961875705;138.557026373;100.0;51.50740836;-0.127698693;100.0
José Agostinho da Motta;;;;;;;;;;;;;;;;;;;;;;;;
José Antônio da Silva;Brazil;;;;Sales Oliveira;;São Paulo;male;Enciclopédia Itaú Cultural / fontes biográficas;;"artista autodidata; sem escola formal localizada";;;"MAC; outros; MAC USP";São José do Rio Preto, Brasil;c. 1940s;Enciclopédia Itaú Cultural / fontes biográficas;media;-20.7700793;-47.8407277;100.0;-23.5486657;-46.6382522;100.0
José Barreto de Menezes;;"formação artística brasileira; instituição não identificada na fonte aberta consultada";"; ";"; ";;;;male;https://www.catalogodasartes.com.br/;;Sem base aberta robusta para nomear instituição com segurança.;;;"outros; Museu Histórico Nacional";Brasil;;;baixa;;;;;;
José Canella Filho;Brazil;;;;São Manuel;;São Paulo;male;https://pt.wikipedia.org/wiki/Jos%C3%A9_Canella_Filho;;A fonte informa que iniciou o estudo da pintura como autodidata e que nunca teve aulas.;;;"outros; Museu Paulista";Formação autodidata;;;alta;-22.7478056;-48.5834111;100.0;-23.5486657;-46.6382522;100.0
José Carlos Martinat;Peru;Pontificia Universidad Católica del Perú;-12.06944444444444;-77.07944444444445;;;;male;fontes biográficas de referência;;datas aproximadas;;;"MAC; outros; MAC USP";Lima, Peru;1990s;fontes biográficas de referência;media;;;;;;
José Cláudio da Silva;Brazil;Escola de Belas Artes da Universidade Federal de Pernambuco;-8.0517328;-34.9507155;;;;male;fontes biográficas de referência;;instituição identificada em biografias do artista;;;"MAC; outros; MAC USP";Recife, Brasil;c. 1960s;fontes biográficas de referência;media;;;;;;
José Constantino Benedito de Faria Barros;;;;;;;;;;;formação não localizada com segurança;;;"outros; Museu Regional São João Del Rey";;;;;;;;;;
José Correia de Lima;Brazil;"Academia Imperial de Belas Artes (Aiba); estudos com Debret e Grandjean de Montigny";-22.91111111111111;-43.20555555555556;Rio de Janeiro;;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Jos%C3%A9_Correia_de_Lima | https://enciclopedia.itaucultural.org.br/pessoas/6718-correia-de-lima;;;;;"outros; Museu Nacional de Belas Artes";Rio de Janeiro;1826-1827;https://pt.wikipedia.org/wiki/Jos%C3%A9_Correia_de_Lima | https://enciclopedia.itaucultural.org.br/pessoas/6718-correia-de-lima;alta;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0
José de Paula Barros;;aperfeiçoamento artístico em Paris (instituição não identificada na fonte);48.85666666666667;2.352222222222222;;;;male;https://agendamaranhao.com.br/2024/10/13/pintor-jose-de-paula-barros-paris-1907/;;A fonte aberta confirma estudos em Paris, mas não identifica a instituição.;;;"outros; Museu Histórico Nacional";Paris;1907;https://agendamaranhao.com.br/2024/10/13/pintor-jose-de-paula-barros-paris-1907/;media;;;;;;
José Ferraz de Almeida Júnior;Brazil;"Academia Imperial de Belas Artes; École Nationale Supérieure des Beaux-Arts";-22.91111111111111;-43.20555555555556;Itu;;Piracicaba;male;https://pt.wikipedia.org/wiki/Almeida_J%C3%BAnior;;;;;"outros; Pinacoteca de São Paulo";"Rio de Janeiro, Brasil; Paris, França";"1869–1874; 1876–1882";https://pt.wikipedia.org/wiki/Almeida_J%C3%BAnior;alta;-23.265697;-47.299124;100.0;-22.724976;-47.6476;100.0
José Gamarra;Uruguay;"School of Fine Arts of Montevideo; Museum of Modern Art in Rio de Janeiro; Institute of Fine Arts in Praia Vermelha";"-34.90591666666667; -22.8625";"-56.19131111111111; -43.223888888889";Tacuarembó;;;male;https://www.josegamarra.org/en/biography/;;em 1959 realiza estudos de gravura no Rio com bolsa Itamarati;;;"MAC; outros; MAC USP";"Montevidéu, Uruguai; Rio de Janeiro, Brasil; Rio de Janeiro, Brasil";"s.d.; 1959; 1959";https://www.josegamarra.org/en/biography/;alta;-31.7305323;-55.9741865;100.0;;;
José Hertzer;;"formação artística brasileira; instituição não identificada na fonte aberta consultada";"; ";"; ";;;;male;https://www.catalogodasartes.com.br/;;Não localizei nesta rodada fonte aberta robusta com nome oficial de escola.;;;"outros; Museu Paulista";Brasil;;;baixa;;;;;;
José Jardim de Araújo;;"formação artística brasileira; instituição não identificada na fonte aberta consultada";"; ";"; ";;;;male;https://www.catalogodasartes.com.br/;;Dados abertos insuficientes para nomear escola.;;;"outros; Museu Histórico Nacional";Brasil;;;baixa;;;;;;
José Joaquim Monteiro França;Brazil;Academia Imperial de Belas Artes (Aiba);-22.91111111111111;-43.20555555555556;Pindamonhangaba;;São Paulo;male;https://enciclopedia.itaucultural.org.br/;;Sem cronologia detalhada na fonte aberta localizada.;;;"outros; Museu Paulista";Rio de Janeiro;;;baixa;-22.923487;-45.459842;100.0;-23.5486657;-46.6382522;100.0
José Júlio de Sousa Pinto;Portugal;"Escola Superior de Belas-Artes do Porto; Academia Portuense de Belas Artes; École des Beaux-Arts";"41.15; 41.15; 48.85666666666667";"-8.610833333333334; -8.610833333333334; 2.333611111111112";Angra do Heroísmo;;Pont-Scorff;male;fontes biográficas de referência;;;;;"outros; Museu Nacional de Belas Artes";"Porto, Portugal; Paris, França";"1870s; 1880–1883";fontes biográficas de referência;media;38.708207269709;-27.248750050772;100.0;47.835447703;-3.399192664;100.0
José Leandro de Carvalho;Kingdom of Portugal;estudos com Leandro Joaquim e Raimundo da Costa e Silva;;;;;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/7180-jose-leandro-de-carvalho | https://www.escritoriodearte.com/artista/jose-leandro-de-carvalho;;A formação recuperada é por mestres, não por academia formal.;;;"outros; Museu Histórico Nacional";Rio de Janeiro;;;alta;;;;-22.9014475;-43.1789159;100.0
José Luis Cuevas;Mexico;"Escuela Nacional de Pintura, Escultura y Grabado La Esmeralda; Institución de Enseñanza Universitaria";"19.35655;";"-99.14015;";Mexico City;;Mexico City;male;"https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Cuevas; https://www.annexgalleries.com/artists/biography/482";;"Estudos interrompidos por doença; data exata da segunda instituição não foi localizada nesta passada.";;;"MAC; outros; MAC USP";"Cidade do México, México; Cidade do México, México";"c. 1944–1946; s.d.";https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Cuevas;media;19.430457906;-99.141684761;100.0;19.430457906;-99.141684761;100.0
José Malhoa;Portugal;Academia Real de Belas-Artes de Lisboa;38.708042;-9.139016;Caldas da Rainha;Prazeres Cemetery;Figueiró dos Vinhos;male;fontes biográficas de referência;;datas aproximadas;;;"outros; MASP";Lisboa, Portugal;1870s;fontes biográficas de referência;media;39.40752523853;-9.088115679114;100.0;39.925211102631;-8.282068285049;100.0
José Maria da Silva Paranhos;;"Academia Real dos Guardas Marinhas; Real Academia de Artilharia, Fortificação e Desenho; Escola Militar";"38.68027778; -22.91111111111111";"-9.15833333; -43.20555555555556";;;;;https://pt.wikipedia.org/wiki/Jos%C3%A9_Maria_da_Silva_Paranhos;;"O creator corresponde ao Visconde do Rio Branco; a fonte aberta documenta a formação militar e de engenharia.";;;"outros; Museu Paulista";Rio de Janeiro;"1841; formatura em 1843";https://pt.wikipedia.org/wiki/Jos%C3%A9_Maria_da_Silva_Paranhos;alta;;;;;;
José Maria de Medeiros;Brazil;"Liceu de Artes e Ofícios; Academia Imperial de Belas Artes";-22.91111111111111;-43.20555555555556;;;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Jos%C3%A9_Maria_de_Medeiros;;A Enciclopédia Itaú Cultural também registra Antônio de Souza Lobo como mestre.;;;"outros; Museu Nacional de Belas Artes";Rio de Janeiro;"1867; 1868";https://pt.wikipedia.org/wiki/Jos%C3%A9_Maria_de_Medeiros;alta;;;;-22.9014475;-43.1789159;100.0
José Maria dos Reis Júnior;Brazil;Escola Nacional de Belas Artes (Enba);-22.90879805555556;-43.17573111111111;;;;male;https://enciclopedia.itaucultural.org.br/pessoas/7497-reis-junior;;O verbete também informa estudos de desenho com Modesto Brocos e pintura com Rodolfo Amoedo.;;;"outros; Museu Histórico Nacional";Rio de Janeiro;1920-1923;https://enciclopedia.itaucultural.org.br/pessoas/7497-reis-junior;alta;;;;;;
José Mauro de Vasconcelos;Brazil;"Faculdade de Medicina da capital potiguar; bolsa de estudos na Espanha (instituição não identificada na fonte)";-5.795;-35.208888888889;Rio de Janeiro;;São Paulo;male;https://pt.wikipedia.org/wiki/Jos%C3%A9_Mauro_de_Vasconcelos | https://aordemnaturaldascoisas.blogs.sapo.pt/biografia-jose-mauro-vasconcelos-5513334;;"A fonte não nomeia a faculdade de medicina nem a instituição espanhola; deixado como descrição verificável.";;;"MAC; outros; MAC USP";"Natal (RN); Espanha";"sem data precisa; permanência de cerca de 1 semana na Espanha";https://aordemnaturaldascoisas.blogs.sapo.pt/biografia-jose-mauro-vasconcelos-5513334;baixa;-22.9014475;-43.1789159;100.0;-23.5486657;-46.6382522;100.0
José Pancetti;Brazil;Núcleo Bernardelli;;;Campinas;;Rio de Janeiro;male;"Itaú Cultural; MAM Rio";;"Aprendizado inicial autodidata; em 1933 ingressa no Núcleo Bernardelli e recebe orientação de Bruno Lechowski.";;;"MAC; outros; MAC USP";Rio de Janeiro, Brasil;1933;Itaú Cultural;alta;-22.9073702;-47.0628996;100.0;-22.9014475;-43.1789159;100.0
José Pedro Costigliolo;;;;;;;;;;;;;;;;;;;;;;;;
José Pinelo Llull;Spain;"Escuela de Bellas Artes de Sevilla; estudos com Eduardo Cano; estudos com Villegas em Roma";"37.3877; 41.893055555556";"-5.99106; 12.482777777778";Cádiz Province;;Seville;male;https://es.wikipedia.org/wiki/Jos%C3%A9_Pinelo_Llull | https://es.hispanopedia.com/wiki/Jos%C3%A9_Pinelo_Llull;;;;;"outros; Museu Histórico Nacional";"Sevilha; Roma";"até 1879; depois de 1879";https://es.wikipedia.org/wiki/Jos%C3%A9_Pinelo_Llull | https://es.hispanopedia.com/wiki/Jos%C3%A9_Pinelo_Llull;alta;11.4;122.56667;84.82;37.38264;-5.9962951;100.0
