creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Hiroya Sakura;1958;;Japan;University of Tsukuba > Musashino Art University;36.103676 > 35.72611111;140.102098 > 139.4475;Yokohama, Japan;;male;site oficial do artista | PROYECTOR;high;;site oficial do artista / FILE Festival;high;FILE;;35.45039772;139.63424714;100.0;;;;;"fontes recentes para nome próximo (Hiroya Sakurai) não bastam para confirmar a identidade; óbito não preenchido";;site oficial do artista;;fonte usa a grafia Hiroya Sakurai;medium
Hissao Sakakibara;1937;;;Gendai Kaiga Kenkyūjo, Yokohama;35.4437;139.6380;Yokohama, Kanagawa, Japan;;male;https://www.catalogodasartes.com.br/artista/Hissao%20Sakakibara/;medium;"A fonte localizada registra pesquisa em pintura no Gendai Kaiga Kenkyūjo, em Yokohama; a Tokyo School of Fine Arts não foi confirmada.";MAC USP Acervo;high;MAC USP;low;35.444992;139.638026;;;;;;fontes abertas consultadas trazem nascimento e formação, sem local de morte verificável;;MAC USP;;;high
Holly Adams;;;United States;International Dell’Arte School;40.8809;-123.989;United States;;female;Ithaca College | Shearwater Productions;high;FILE explicita “País de Origem: Estados Unidos”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;39.398703156;-99.41461919;100.0;;;;;"site e atividades recentes consultados; sem evidência de óbito";;;;;
Honoré Marius Bérard;1896;1967;France;École des Beaux-Arts de Marseille > École des Beaux-Arts de Paris;43.2287 > 48.853997;5.43485 > 2.333500;Salindres;Saint-Martin-de-Valgalgues;male;https://fr.wikipedia.org/wiki/Honor%C3%A9_Marius_B%C3%A9rard;medium;datas aproximadas;Wikidata;high;MAC USP;medium;44.167077487;4.160329655;100.0;44.162672374;4.082648632;100.0;Catálogo das Artes;;medium;Wikidata;Wikidata;;high
Honório Esteves;1860;1933;Brazil;escola de desenho de August Chenot > Liceu Mineiro > Academia Imperial de Belas Artes; > -20.3856 > -22.9071; > -43.5035 > -43.1829;Ouro Preto;Mariana;male;Wikipédia> artigo UFMG;medium;iniciou aprendizado com August Chenot e como moedor de tintas de Cardoso Rezende> cursou desenho no Liceu Mineiro e depois a AIBA;Wikidata;high;Museu da Inconfidência;high;-20.3855959;-43.5035423;100.0;-20.3783333333;-43.4163888889;100.0;Enciclopédia Itaú Cultural;;high;;;;
Horácio Hora;1853;1890;Brazil;École des Beaux-Arts de Paris > Escola Municipal de Desenho de Paris;48.853997 > 48.86490694444444;2.333500 > 2.362000833333333;Laranjeiras;Paris;male;https://pt.wikipedia.org/wiki/Hor%C3%A1cio_Hora | https://www.catalogodasartes.com.br/artista/Hor%EF%BF%BDcio%20Hora/;medium;As fontes citam orientação de Justin-Marie Lequien.;Wikidata;high;Museu Histórico Nacional;high;-10.7986393;-37.1604367;100.0;48.856372814;2.352529617;100.0;Enciclopédia Itaú Cultural;;high;Wikidata;Wikidata;;high
Hugo Adami;1899;1999;Brazil;Escola Profissional Masculina do Brás > Liceu de Artes e Ofícios de São Paulo > Accademia di Belle Arti di Firenze;-23.54504 > -23.5331446 > 43.776907;-46.61634 > -46.6267577 > 11.258475;São Paulo;São Paulo;male;https://www.guiadasartes.com.br/hugo-adami/biografia;medium;na fase paulista estuda com Giuseppe Barchitta, Alfredo Norfini, Enrico Vio, William Zadig e José Cuccé;Wikidata;high;MAC USP;high;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Hugo Calgan;1852;;Germany;French artistic training;;;Berlin;;male;https://www.brasilianaiconografica.art.br/;medium;Insuficiência de fonte aberta detalhada.;Wikidata;high;Museu Paulista;low;52.517669999;13.405537999;100.0;;;;;fonte aberta consultada não informa local de morte;;Wikidata;Wikidata;;high
Hugo de Faucompret;1990;;France;Gobelins, l'école de l'image;48.836944444444;2.3536111111111;Normandy, France;;male;https://archive.file.org.br/participantes/hugo-de-faucompret/ | https://alumni.gobelins.fr/en/news/lucrece-andreae-and-hugo-de-faucompret-guests-of-chemins-de-la-creation-2024-375?id_details_groupe=15;high;;Transmettre le cinéma;high;FILE;;49.120004364;0.111079036;100.0;;;;;"biografia e atividade recente consultadas; sem evidência de óbito";;Wikidata;;;high
Hugo Ramirez;;;;ESAG Penninghen;48.85666666666667;2.352222222222222;;;male;https://archive.file.org.br/participantes/hugo-ramirez/ | https://troublemakers.tv/realisateur/hugo-ramirez/;high;homônimo não desambiguado com segurança;;;FILE;;;;;;;;;"trajetória profissional recente consultada; sem evidência de óbito";;;;;
Humberto Espíndola;1943;;Brazil;Faculty of Philosophy, Sciences and Letters, Catholic University of Paraná;-25.4284;-49.2733;Campo Grande;;male;https://www.escritoriodearte.com/artista/humberto-espindola | https://www.fundacaodecultura.ms.gov.br/um-dos-maiores-artistas-visuais-de-ms-humberto-espindola-faz-80-anos/;medium;"As fontes registram graduação em jornalismo na Universidade Católica do Paraná; não foi confirmada formação na Escola Nacional de Belas Artes.";Wikidata;high;MAC USP;low;-20.4435311;-54.6477573;100.0;;;;;"fontes recentes e biografia consultadas; sem evidência de óbito";;Wikidata > Ulan;;;high
Humberto Jaimess-Sanchez;1930;2003;;School of Fine and Applied Arts of Caracas;10.4806;-66.9036;San Cristóbal, Venezuela;Caracas;male;https://humbertojaimessanchez.org.ve/cronologia.html | https://vereda.ula.ve/wiki_artevenezolano/index.php/Jaimes_S%C3%A1nchez%2C_Humberto;high;A fundação dedicada ao artista e a Universidade de Los Andes confirmam sua matrícula na Escola de Artes Plásticas y Artes Aplicadas de Caracas em 1947.;site oficial do artista (cronologia);high;MAC USP;low;7.76694;-72.224967;;10.5061111111;-66.9144444444;100.0;site oficial / Wikipedia;;high;Ulan;Ulan;;high
Hundertwasser;1928;2000;Austria;;;;Vienna;Pacific Ocean;male;;;;https://www.wikidata.org/wiki/Q151836;high;MAC USP;high;48.2092062;16.3727778;100.0;;;;Hundertwasser official biography;"registro anterior 'Australia' substituído por morte em trânsito no Pacífico, a bordo do Queen Elizabeth 2; sem coordenadas precisas do ponto de óbito";high;Wikidata > Ulan;Wikidata > Ulan;;high
Hyunmin Lee;;;South Korea;Wesleyan University > California Institute of the Arts (CalArts);41.55562 > 34.393055555556;-72.655844 > -118.56694444444;Seoul, South Korea;;female;Pacific Arts Movement (Q&A biográfica);medium;;IMDb;medium;FILE;;37.566;126.9784;100.0;;;;;"biografia profissional recente da Disney consultada; sem evidência de óbito";;;;;
Håkan Lidbo;1965;;Sweden;;;;Malmö, Sweden;;male;;;;Wikipedia / Discogs;medium;FILE;;55.6033166;13.0013362;100.0;;;;;"site e atividade profissional recentes consultados; sem evidência de óbito";;Wikidata;;;high
Hélio Basto;1931;1991;;Escola de Belas Artes da Bahia;-12.990785;-38.524427;Salvador, BA, Brazil;Salvador;male;https://www.arrematearte.com.br/artistas/helio-basto-1931 | https://www.dicionario.belasartes.ufba.br/wp/verbete/helio-basto-helio-fonseca-basto/;high;As fontes indicam formação inicial na Bahia e aprofundamento posterior em São Paulo, sem cronologia precisa.;Dicionário de Belas Artes da UFBA;high;MAC USP;medium;-12.9641527;-38.5058208;;-12.9641527;-38.5058208;100.0;Museu Afro Brasil / Dicionário UFBA;;high;;;;
Hélio Oiticica;1937;1980;Brazil;Museu de Arte Moderna do Rio de Janeiro (MAM-RJ);-22.91111111111111;-43.20555555555556;Rio de Janeiro;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/22-helio-oiticica;high;;Wikidata;high;MAC USP;high;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
Hércules Barsotti;1914;2010;Brazil;estudos com Enrico Vio > Instituto Mackenzie;-23.5505 > -23.5505;-46.6333 > -46.6333;São Paulo;São Paulo;male;https://pt.wikipedia.org/wiki/H%C3%A9rcules_Barsotti;medium;"A fonte localizada registra estudos de desenho e composição com Enrico Vio e formação em Química Industrial pelo Instituto Mackenzie; Colégio Dante Alighieri e Liceu não foram confirmados como formação.";Wikidata;high;MAC USP;high;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Hércules Florence;1804;1879;Brazil;;;;Nice;Campinas;male;;;As fontes destacam estudos autodidatas, inclusive em química> sem escola formal identificada.;Wikidata;high;Instituto Hércules Florence;medium;43.695978065;7.271454889;100.0;-22.9073702;-47.0628996;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
I. de Sampaio Mathissen;;;;;;;;;male;;;;;;Museu Paulista;;;;;;;;;autor identificado, mas sem dados biográficos suficientes para localizar óbito;;;;;
Iberê Camargo;1914;1994;Brazil;Escola de Artes e Ofícios de Santa Maria > Escola Nacional de Belas-Artes / free course in Alberto da Veiga Guignard > studies with Giorgio de Chirico and Carlo Alberto Petrucci > Academia André Lhote;-29.6842 > -22.8625055 >  > 48.8422;-53.8069 > -43.2256622 >  > 2.3304;Restinga Sêca;Porto Alegre;male;https://enciclopedia.itaucultural.org.br/pessoas/543-ibere-camargo> https://pt.wikipedia.org/wiki/Iber%C3%AA_Camargo;medium;primeira formação em Santa Maria sem data precisa localizada;Wikidata;high;MAC USP;medium;-29.8261373;-53.3684319;100.0;-30.027679;-51.2286404;100.0;Enciclopédia Itaú Cultural;;high;;;;
Ignacio Platas;;;Uruguay;;;;Montevideo, Uruguay;;male;;;;site pessoal Once11;medium;FILE;;-34.9055557;-56.1852505;100.0;;;;;"biografia profissional recente consultada; sem evidência de óbito";;;;;
Igor Bahia;;;Brazil;Escola de Tecnologia Spectaculu > Escola de Artes Visuais do Parque Lage;-22.911111 > -22.9606;-43.205556 > -43.212;Rio de Janeiro;;male;FILE Festival;high;;Wikidata;high;FILE;;-22.9014475;-43.1789159;100.0;;;;;"perfil FILE recente consultado; sem evidência de óbito";;;;;
Igor Imhoff;1976;;Italy;Accademia di Belle Arti di Foggia;41.46189;15.543579;Italy;;male;animazioni.net — Igor Imhoff;medium;;Ignorarte (biografia);medium;FILE;;42.83333;12.83333;100.0;;;;;"biografia e atividade docente recentes consultadas; sem evidência de óbito";;Animafest / animazioni.net;;;medium
Igorъ V;;;Russia;;;;Rostov-no-Don, Russia;;male;;;;FILE Festival (obra Death Day) + Wikidata;high;FILE;;47.2230368;39.7213763;100.0;;;;;"perfil FILE recente consultado; sem evidência de óbito";;;;;
Illestpreacha;;;Canada;;;;Canada;;male;;;FILE explicita “País de Origem: Canadá”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;60.10867;-113.64258;100.0;;;;;"site e biografias recentes consultados; sem evidência de óbito";;;;;
Ion Oana Potecasu;;;;;;;Beceni, Buzău, Romenia;;;;;formação não localizada com segurança;MAC USP;high;MAC USP;;45.3763;26.7877;;;;;;"fontes de acervo e bibliografia secundária consultadas; local de morte não localizado";;;;;
Iran do Espírito Santo;1963;;Brazil;Fundação Armando Álvares Penteado (FAAP);-23.5450155;-46.6630802;Mococa;;male;https://www.escritoriodearte.com/artista/iran-do-espirito-santo;low;licenciatura em artes plásticas;Wikidata;high;MAC USP;high;-21.4961738;-47.0130645;100.0;;;;;"verbete Itaú Cultural recente indica artista em atividade; sem evidência de óbito";;Wikidata;;;high
Isabelle Arvers;1972;;France;Institute of Political Studies in Aix-en-Provence > Université Paris 8 Saint-Denis;43.5316306 > 48.944722222222;5.4466750 > 2.3633333333333;Paris, France;;female;biografia oficial / Wikipédia;medium;;site oficial da artista / Wikipédia;high;FILE;;48.856372814;2.352529617;100.0;;;;;"site oficial recente consultado; sem evidência de óbito";;Wikidata;;;high
Ismael Nery;1900;1934;Brazil;Académie Julian > Escola Nacional de Belas Artes;48.871111 > -22.862506;2.341667 > -43.225662;Belém;Rio de Janeiro;male;Wikipédia> eBiografia;medium;;Wikidata;high;MAC USP;medium;-1.4549817;-48.502273;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Ismênia Coaracy;1918;2022;Brazil;Museu de Arte Moderna de São Paulo (MAM/SP) > studies with Wolfgang Pfeiffer, Paulo Duarte and André Osze;-23.588229 >;-46.655328 >;Sertãozinho;São Paulo;female;https://enciclopedia.itaucultural.org.br/pessoas/2135-ismenia-coaracy | https://acervo.margs.rs.gov.br/artistas/ismenia-coaracy/;high;A fonte também indica início autodidata por volta de 1946.;Wikidata;high;MAC USP;high;-21.1431103;-48.0069814;100.0;-23.5486657;-46.6382522;100.0;MAC USP;"MAC USP registra falecimento em São Paulo; verbete Itaú Cultural consultado sem atualização do óbito";high;Wikidata > Ulan;Wikidata;;high
Issey Takahashi;1980;;Japan;Horikoshi High School;35.701111;139.6765;Tokyo;;male;https://en.wikipedia.org/wiki/Issey_Takahashi | https://www.imdb.com/name/nm1534063/;medium;;Wikidata;high;FILE;;35.68945633;139.69171609;100.0;;;;;"biografia profissional recente consultada; sem evidência de óbito";;Wikidata;;;high
Ivald Granato;1949;2016;Brazil;painting studies with Robert Newman > Escola Nacional de Belas Artes; > -22.8625055; > -43.2256622;Campos dos Goytacazes;São Paulo;male;https://www.escritoriodearte.com/artista/ivald-granato;low;;Wikidata;high;MAC USP;medium;-21.75227;-41.33044;100.0;-23.5486657;-46.6382522;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Ivan Dixon;1931;2008;United States;North Carolina Central University;35.97645;-78.90092;New York;Charlotte;male;https://www.library.ucla.edu/visit/events-exhibitions/going-my-own-way-celebrating-ivan-dixon/ | https://en.wikipedia.org/wiki/Ivan_Dixon;medium;;Wikidata;high;FILE;;40.7130466;-74.0072301;100.0;35.2237867;-80.8411413;100.0;Legacy/AP obituary;;high;Wikidata;Wikidata;;high
Ivan Serpa;1923;1973;Brazil;studied painting, printmaking, and drawing with Axl Leskoschek;-22.9068;-43.1729;Rio de Janeiro;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/2334-ivan-serpa;high;;https://enciclopedia.itaucultural.org.br/pessoas/2334-ivan-serpa;high;MAC USP;high;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Ivar Veermäe;1982;;Estonia;Estonian Academy of Arts > weißensee kunsthochschule berlin;59 > 52.5581;26 > 13.4393;Tallinn;;male;site oficial do artista / weissensee kunsthochschule berlin;high;;Wikidata;high;FILE;;59.43243767;24.744065678;100.0;;;;;"site institucional recente consultado; sem evidência de óbito";;Wikidata;;;high
Ivonaldo;1943;2016;;;;;;São Paulo;;;;;;;;;;;;-23.5486657;-46.6382522;100.0;Guia das Artes;;medium;Ulan;Ulan;;high
J. Janssens | Martinho (padre);;;;;;;;;;;;autoria múltipla/ambígua> formação não localizada com segurança;;;Museu da Inconfidência;;;;;;;;;"autoria composta/ambígua; local de morte não preenchido";;;;;
J. M. D'Avila;;;;;;;;;;;;;;;Museu Histórico Nacional;;;;;;;;;autor identificado no acervo, mas sem dados biográficos suficientes para localizar óbito;;;;;
J. M. W. Turner;1775;1851;Kingdom of Great Britain;Royal Academy of Arts > Royal Academy Schools > training with the draftsman Thomas Malton;51.507222 > 51.507222222222 > ;-0.1275 > -0.1275 > ;Maiden Lane;London;male;https://en.wikipedia.org/wiki/J._M._W._Turner | https://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558;medium;;Wikidata;high;MASP;high;37.9082169;-122.3052102;100.0;51.50740836;-0.127698693;100.0;Tate / Britannica;"ajustado de Cheyne Walk para London; a fonte biográfica especifica Chelsea/Cheyne Walk";high;Ulan;Ulan;;high
J. Stewart;;;;;;;;;;;;;;;;;;;;;;;;"autor por iniciais não desambiguado com segurança; local de morte não preenchido";;;;;
Jacopo Tintoretto;1519;1594;Republic of Venice;very brief apprenticeship in the workshop of Ticiano > studies in anatomy through observation and drawing;>;>;Venice;Venice;male;https://www.scuolagrandesanrocco.org/home-en/tintoretto/ | https://en.wikipedia.org/wiki/Tintoretto;medium;A formação documentada é parcialmente tradicional/atelier e parcialmente autodirigida.;Wikidata;high;MASP;low;45.434608;12.338913;100.0;45.434608;12.338913;100.0;Britannica;;high;Ulan;Ulan;;high
Jagobo Pan;;;;Liceu de Barcelona;41.3825;2.176944;Barcelona, Catalonia, Spain;Campos do Jordão;;Campos do Jordão Cultura;medium;instituição identificada, datas não localizadas;MAC USP;high;MAC USP;medium;41.387917;2.1699187;;-22.6953694444;-45.5262194444;100.0;MAC USP;;high;;;;
Jaime Prades;1958;;Brazil;Festival de Inverno de Ouro Preto > Ateliê 76 > Escola Contemporânea de Artes;-20.385277777778 > -23.550394444444 > -23.550394444444;-43.503611111111 > -46.633947222222 > -46.633947222222;Madrid;;male;https://jaimeprades.art.br/?area=5&item=59&lang=_en&sec=404 | https://zupi.space/acervo/artistas/jaime-prades/;high;Inclui cursos livres e formação não universitária, como descritos pelo próprio artista.;Wikidata;high;MAC USP;high;40.4166909;-3.7003454;100.0;;;;;"site oficial e verbete recente consultados; sem evidência de óbito";;;;;
Jake Fried;1984;;United States;Rhode Island School of Design > Maryland Institute College of Art > Boston University;41.825833333333 > 39.3056 > 42.34888888888889;-71.407777777778 > -76.6206 > -71.10027777777778;United States;;male;LBBOnline (entrevista com o artista);medium;;FILE Festival (País de Origem);high;FILE;;39.398703156;-99.41461919;100.0;;;;;"site oficial ativo e exposições recentes consultados; sem evidência de óbito";;;;;
Jambonbill;;;France;;;;;;male;;;nome artístico não desambiguado com segurança;;;FILE;;;;;;;;;"registro aparenta nome artístico ou coletivo; sem óbito verificável";;;;;
James Kudo;1967;;;Centro Universitário Belas Artes > Art Students League of New York;-23.583688 > 40.766083333333;-46.633917 > -73.980861111111;Pereira Barreto, SP, Brazil;;male;https://jojoscope.net/2011/08/27/as-topofilias-de-james-kudo/ | https://olharincomum.webnode.page/artistas/james-kudo/;high;;Enciclopédia Itaú Cultural;high;MAC USP;high;-20.6383;-51.1126;;;;;;"biografias e exposição recentes consultadas; sem evidência de óbito";;;;;
